pattern,syllable,vowel_sound,tts_locale,query_text,example_word,file,status
KVK,kap,standard,id-MY,kap,bakap,KVK/KVK_kap.mp3,already-present
KVK,kar,standard,id-MY,kar,akar,KVK/KVK_kar.mp3,already-present
KVK,kas,standard,id-MY,kas,bekas,KVK/KVK_kas.mp3,already-present
KVK,kat,standard,id-MY,kat,advokat,KVK/KVK_kat.mp3,already-present
KVK,keh,e-pepet,hi,कह,bokeh,KVK/KVK_keh_e-pepet.mp3,generated
KVK,keh,e-taling,id-MY,kehh,bokeh,KVK/KVK_keh_e-taling.mp3,already-present
KVK,kek,e-pepet,hi,कक,belekek,KVK/KVK_kek_e-pepet.mp3,generated
KVK,kek,e-taling,id-MY,kehk,belekek,KVK/KVK_kek_e-taling.mp3,already-present
KVK,kel,e-pepet,hi,कल,artikel,KVK/KVK_kel_e-pepet.mp3,generated
KVK,kel,e-taling,id-MY,kehl,artikel,KVK/KVK_kel_e-taling.mp3,already-present
KVK,kem,e-pepet,hi,कम,kem,KVK/KVK_kem_e-pepet.mp3,generated
KVK,kem,e-taling,id-MY,kehm,kem,KVK/KVK_kem_e-taling.mp3,already-present
KVK,ken,e-pepet,hi,कन,anteken,KVK/KVK_ken_e-pepet.mp3,generated
KVK,ken,e-taling,id-MY,kehn,anteken,KVK/KVK_ken_e-taling.mp3,already-present
KVK,kep,e-pepet,hi,कप,keprak,KVK/KVK_kep_e-pepet.mp3,generated
KVK,kep,e-taling,id-MY,kehp,keprak,KVK/KVK_kep_e-taling.mp3,already-present
KVK,ker,e-pepet,hi,कर,beker,KVK/KVK_ker_e-pepet.mp3,generated
KVK,ker,e-taling,id-MY,kehr,beker,KVK/KVK_ker_e-taling.mp3,already-present
KVK,kes,e-pepet,hi,कस,kes,KVK/KVK_kes_e-pepet.mp3,generated
KVK,kes,e-taling,id-MY,kehs,kes,KVK/KVK_kes_e-taling.mp3,already-present
KVK,ket,e-pepet,hi,कत,boket,KVK/KVK_ket_e-pepet.mp3,generated
KVK,ket,e-taling,id-MY,keht,boket,KVK/KVK_ket_e-taling.mp3,already-present
KVK,kih,standard,id-MY,kih,cekih,KVK/KVK_kih.mp3,already-present
KVK,kik,standard,id-MY,kik,bakik,KVK/KVK_kik.mp3,already-present
KVK,kil,standard,id-MY,kil,akil,KVK/KVK_kil.mp3,already-present
KVK,kim,standard,id-MY,kim,hakim,KVK/KVK_kim.mp3,already-present
KVK,kin,standard,id-MY,kin,asyikin,KVK/KVK_kin.mp3,already-present
KVK,kip,standard,id-MY,kip,kip,KVK/KVK_kip.mp3,already-present
KVK,kir,standard,id-MY,kir,bakir,KVK/KVK_kir.mp3,already-present
KVK,kis,standard,id-MY,kis,hakis,KVK/KVK_kis.mp3,already-present
KVK,kit,standard,id-MY,kit,akit,KVK/KVK_kit.mp3,already-present
KVK,koh,standard,id-MY,koh,bokoh,KVK/KVK_koh.mp3,already-present
KVK,kok,standard,id-MY,kok,becokok,KVK/KVK_kok.mp3,already-present
KVK,kol,standard,id-MY,kol,kokol,KVK/KVK_kol.mp3,already-present
KVK,kom,standard,id-MY,kom,kombat,KVK/KVK_kom.mp3,already-present
KVK,kon,standard,id-MY,kon,ikon,KVK/KVK_kon.mp3,already-present
KVK,kop,standard,id-MY,kop,bokop,KVK/KVK_kop.mp3,already-present
KVK,kor,standard,id-MY,kor,akordion,KVK/KVK_kor.mp3,already-present
KVK,kos,standard,id-MY,kos,glukos,KVK/KVK_kos.mp3,already-present
KVK,kot,standard,id-MY,kot,aprikot,KVK/KVK_kot.mp3,already-present
KVK,kuh,standard,id-MY,kuh,bakuh,KVK/KVK_kuh.mp3,already-present
KVK,kuk,standard,id-MY,kuk,akuk,KVK/KVK_kuk.mp3,already-present
KVK,kul,standard,id-MY,kul,akuakultur,KVK/KVK_kul.mp3,already-present
KVK,kum,standard,id-MY,kum,alaikum,KVK/KVK_kum.mp3,already-present
KVK,kun,standard,id-MY,kun,bukunya,KVK/KVK_kun.mp3,already-present
KVK,kup,standard,id-MY,kup,bakup,KVK/KVK_kup.mp3,already-present
KVK,kur,standard,id-MY,kur,akur,KVK/KVK_kur.mp3,already-present
KVK,kus,standard,id-MY,kus,akademikus,KVK/KVK_kus.mp3,already-present
KVK,kut,standard,id-MY,kut,akut,KVK/KVK_kut.mp3,already-present
KVK,lah,standard,id-MY,lah,abilah,KVK/KVK_lah.mp3,already-present
KVK,lak,standard,id-MY,lak,alak,KVK/KVK_lak.mp3,already-present
KVK,lal,standard,id-MY,lal,bilal,KVK/KVK_lal.mp3,already-present
KVK,lam,standard,id-MY,lam,alaihissalam,KVK/KVK_lam.mp3,already-present
KVK,lan,standard,id-MY,lan,pengadilan,KVK/KVK_lan.mp3,already-present
KVK,lap,standard,id-MY,lap,alap,KVK/KVK_lap.mp3,already-present
KVK,lar,standard,id-MY,lar,alar,KVK/KVK_lar.mp3,already-present
KVK,las,standard,id-MY,las,alas,KVK/KVK_las.mp3,already-present
KVK,lat,standard,id-MY,lat,adalat,KVK/KVK_lat.mp3,already-present
KVK,leh,e-pepet,hi,लह,beleh,KVK/KVK_leh_e-pepet.mp3,generated
KVK,leh,e-taling,id-MY,lehh,beleh,KVK/KVK_leh_e-taling.mp3,already-present
KVK,lek,e-pepet,hi,लक,belek,KVK/KVK_lek_e-pepet.mp3,generated
KVK,lek,e-taling,id-MY,lehk,belek,KVK/KVK_lek_e-taling.mp3,already-present
KVK,lel,e-pepet,hi,लल,paralel,KVK/KVK_lel_e-pepet.mp3,generated
KVK,lel,e-taling,id-MY,lehl,paralel,KVK/KVK_lel_e-taling.mp3,already-present
KVK,lem,e-pepet,hi,लम,alem,KVK/KVK_lem_e-pepet.mp3,generated
KVK,lem,e-taling,id-MY,lehm,alem,KVK/KVK_lem_e-taling.mp3,already-present
KVK,len,e-pepet,hi,लन,ambivalen,KVK/KVK_len_e-pepet.mp3,generated
KVK,len,e-taling,id-MY,lehn,ambivalen,KVK/KVK_len_e-taling.mp3,already-present
KVK,lep,e-pepet,hi,लप,teleprinter,KVK/KVK_lep_e-pepet.mp3,generated
KVK,lep,e-taling,id-MY,lehp,teleprinter,KVK/KVK_lep_e-taling.mp3,already-present
KVK,ler,e-pepet,hi,लर,alergi,KVK/KVK_ler_e-pepet.mp3,generated
KVK,ler,e-taling,id-MY,lehr,alergi,KVK/KVK_ler_e-taling.mp3,already-present
KVK,les,e-pepet,hi,लस,ambeles,KVK/KVK_les_e-pepet.mp3,generated
KVK,les,e-taling,id-MY,lehs,ambeles,KVK/KVK_les_e-taling.mp3,already-present
KVK,let,e-pepet,hi,लत,balet,KVK/KVK_let_e-pepet.mp3,generated
KVK,let,e-taling,id-MY,leht,balet,KVK/KVK_let_e-taling.mp3,already-present
KVK,lih,standard,id-MY,lih,alih,KVK/KVK_lih.mp3,already-present
KVK,lik,standard,id-MY,lik,akrilik,KVK/KVK_lik.mp3,already-present
KVK,lil,standard,id-MY,lil,alhamdulillah,KVK/KVK_lil.mp3,already-present
KVK,lim,standard,id-MY,lim,alim,KVK/KVK_lim.mp3,already-present
KVK,lin,standard,id-MY,lin,adrenalin,KVK/KVK_lin.mp3,already-present
KVK,lip,standard,id-MY,lip,alip,KVK/KVK_lip.mp3,already-present
KVK,lir,standard,id-MY,lir,alir,KVK/KVK_lir.mp3,already-present
KVK,lis,standard,id-MY,lis,alatulis,KVK/KVK_lis.mp3,already-present
KVK,lit,standard,id-MY,lit,alit,KVK/KVK_lit.mp3,already-present
KVK,loh,standard,id-MY,loh,beloh,KVK/KVK_loh.mp3,already-present
KVK,lok,standard,id-MY,lok,balok,KVK/KVK_lok.mp3,already-present
KVK,lol,standard,id-MY,lol,tolol,KVK/KVK_lol.mp3,already-present
KVK,lom,standard,id-MY,lom,belom,KVK/KVK_lom.mp3,already-present
KVK,lon,standard,id-MY,lon,alon,KVK/KVK_lon.mp3,already-present
KVK,lop,standard,id-MY,lop,lop,KVK/KVK_lop.mp3,already-present
KVK,lor,standard,id-MY,lor,bolor,KVK/KVK_lor.mp3,already-present
KVK,los,standard,id-MY,los,bolos,KVK/KVK_los.mp3,already-present
KVK,lot,standard,id-MY,lot,alot,KVK/KVK_lot.mp3,already-present
KVK,luh,standard,id-MY,luh,baluh,KVK/KVK_luh.mp3,already-present
KVK,luk,standard,id-MY,luk,baluk,KVK/KVK_luk.mp3,already-present
KVK,lul,standard,id-MY,lul,khalilullah,KVK/KVK_lul.mp3,already-present
KVK,lum,standard,id-MY,lum,alum,KVK/KVK_lum.mp3,already-present
KVK,lun,standard,id-MY,lun,almalun,KVK/KVK_lun.mp3,already-present
KVK,lup,standard,id-MY,lup,celup,KVK/KVK_lup.mp3,already-present
KVK,lur,standard,id-MY,lur,alur,KVK/KVK_lur.mp3,already-present
KVK,lus,standard,id-MY,lus,alusmitai,KVK/KVK_lus.mp3,already-present
KVK,lut,standard,id-MY,lut,balut,KVK/KVK_lut.mp3,already-present
KVK,mah,standard,id-MY,mah,allahyarhamah,KVK/KVK_mah.mp3,already-present
KVK,mak,standard,id-MY,mak,alamak,KVK/KVK_mak.mp3,already-present
KVK,mal,standard,id-MY,mal,amal,KVK/KVK_mal.mp3,already-present
KVK,mam,standard,id-MY,mam,cemamping,KVK/KVK_mam.mp3,already-present
KVK,man,standard,id-MY,man,acuman,KVK/KVK_man.mp3,already-present
KVK,map,standard,id-MY,map,demap,KVK/KVK_map.mp3,already-present
KVK,mar,standard,id-MY,mar,alamar,KVK/KVK_mar.mp3,already-present
KVK,mas,standard,id-MY,mas,alamas,KVK/KVK_mas.mp3,already-present
KVK,mat,standard,id-MY,mat,alamat,KVK/KVK_mat.mp3,already-present
KVK,meh,e-pepet,hi,मह,cemeh,KVK/KVK_meh_e-pepet.mp3,generated
KVK,meh,e-taling,id-MY,mehh,cemeh,KVK/KVK_meh_e-taling.mp3,already-present
KVK,mek,e-pepet,hi,मक,cemek,KVK/KVK_mek_e-pepet.mp3,generated
KVK,mek,e-taling,id-MY,mehk,cemek,KVK/KVK_mek_e-taling.mp3,already-present
KVK,mel,e-pepet,hi,मल,comel,KVK/KVK_mel_e-pepet.mp3,generated
KVK,mel,e-taling,id-MY,mehl,comel,KVK/KVK_mel_e-taling.mp3,already-present
KVK,mem,e-pepet,hi,मम,memperadapkan,KVK/KVK_mem_e-pepet.mp3,generated
KVK,mem,e-taling,id-MY,mehm,memperadapkan,KVK/KVK_mem_e-taling.mp3,already-present
KVK,men,e-pepet,hi,मन,mengabah,KVK/KVK_men_e-pepet.mp3,generated
KVK,men,e-taling,id-MY,mehn,mengabah,KVK/KVK_men_e-taling.mp3,already-present
KVK,mer,e-pepet,hi,मर,anemer,KVK/KVK_mer_e-pepet.mp3,generated
KVK,mer,e-taling,id-MY,mehr,anemer,KVK/KVK_mer_e-taling.mp3,already-present
KVK,mes,e-pepet,hi,मस,celomes,KVK/KVK_mes_e-pepet.mp3,generated
KVK,mes,e-taling,id-MY,mehs,celomes,KVK/KVK_mes_e-taling.mp3,already-present
KVK,met,e-pepet,hi,मत,asimetri,KVK/KVK_met_e-pepet.mp3,generated
KVK,met,e-taling,id-MY,meht,asimetri,KVK/KVK_met_e-taling.mp3,already-present
KVK,mih,standard,id-MY,mih,kemih,KVK/KVK_mih.mp3,already-present
KVK,mik,standard,id-MY,mik,aerodinamik,KVK/KVK_mik.mp3,already-present
KVK,mil,standard,id-MY,mil,amil,KVK/KVK_mil.mp3,already-present
KVK,mim,standard,id-MY,mim,mimbar,KVK/KVK_mim.mp3,already-present
KVK,min,standard,id-MY,min,alamin,KVK/KVK_min.mp3,already-present
KVK,mir,standard,id-MY,mir,amir,KVK/KVK_mir.mp3,already-present
KVK,mis,standard,id-MY,mis,akademis,KVK/KVK_mis.mp3,already-present
KVK,mit,standard,id-MY,mit,amit,KVK/KVK_mit.mp3,already-present
KVK,moh,standard,id-MY,moh,bomoh,KVK/KVK_moh.mp3,already-present
KVK,mok,standard,id-MY,mok,celomok,KVK/KVK_mok.mp3,already-present
KVK,mol,standard,id-MY,mol,domol,KVK/KVK_mol.mp3,already-present
KVK,mon,standard,id-MY,mon,lemon,KVK/KVK_mon.mp3,already-present
KVK,mor,standard,id-MY,mor,amor,KVK/KVK_mor.mp3,already-present
KVK,mos,standard,id-MY,mos,remos,KVK/KVK_mos.mp3,already-present
KVK,mot,standard,id-MY,mot,cemomot,KVK/KVK_mot.mp3,already-present
KVK,muh,standard,id-MY,muh,amuh,KVK/KVK_muh.mp3,already-present
KVK,muk,standard,id-MY,muk,amuk,KVK/KVK_muk.mp3,already-present
KVK,mul,standard,id-MY,mul,mulhid,KVK/KVK_mul.mp3,already-present
KVK,mum,standard,id-MY,mum,maksimum,KVK/KVK_mum.mp3,already-present
KVK,mun,standard,id-MY,mun,gelimun,KVK/KVK_mun.mp3,already-present
KVK,mur,standard,id-MY,mur,camur,KVK/KVK_mur.mp3,already-present
KVK,mus,standard,id-MY,mus,cemus,KVK/KVK_mus.mp3,already-present
KVK,mut,standard,id-MY,mut,azimut,KVK/KVK_mut.mp3,already-present
KVK,nah,standard,id-MY,nah,amanah,KVK/KVK_nah.mp3,already-present
KVK,nak,standard,id-MY,nak,almanak,KVK/KVK_nak.mp3,already-present
KVK,nal,standard,id-MY,nal,adrenal,KVK/KVK_nal.mp3,already-present
KVK,nam,standard,id-MY,nam,benam,KVK/KVK_nam.mp3,already-present
KVK,nan,standard,id-MY,nan,adunan,KVK/KVK_nan.mp3,already-present
KVK,nap,standard,id-MY,nap,enap,KVK/KVK_nap.mp3,already-present
KVK,nar,standard,id-MY,nar,amtenar,KVK/KVK_nar.mp3,already-present
KVK,nas,standard,id-MY,nas,ananas,KVK/KVK_nas.mp3,already-present
KVK,nat,standard,id-MY,nat,ainulbanat,KVK/KVK_nat.mp3,already-present
KVK,neh,e-pepet,hi,नह,aneh,KVK/KVK_neh_e-pepet.mp3,generated
KVK,neh,e-taling,id-MY,nehh,aneh,KVK/KVK_neh_e-taling.mp3,already-present
KVK,nek,e-pepet,hi,नक,anekdot,KVK/KVK_nek_e-pepet.mp3,generated
KVK,nek,e-taling,id-MY,nehk,anekdot,KVK/KVK_nek_e-taling.mp3,already-present
KVK,nel,e-pepet,hi,नल,kolonel,KVK/KVK_nel_e-pepet.mp3,generated
KVK,nel,e-taling,id-MY,nehl,kolonel,KVK/KVK_nel_e-taling.mp3,already-present
KVK,nem,e-pepet,hi,नम,fonem,KVK/KVK_nem_e-pepet.mp3,generated
KVK,nem,e-taling,id-MY,nehm,fonem,KVK/KVK_nem_e-taling.mp3,already-present
KVK,nen,e-pepet,hi,नन,eksponen,KVK/KVK_nen_e-pepet.mp3,generated
KVK,nen,e-taling,id-MY,nehn,eksponen,KVK/KVK_nen_e-taling.mp3,already-present
KVK,ner,e-pepet,hi,नर,koroner,KVK/KVK_ner_e-pepet.mp3,generated
KVK,ner,e-taling,id-MY,nehr,koroner,KVK/KVK_ner_e-taling.mp3,already-present
KVK,nes,e-pepet,hi,नस,anestesia,KVK/KVK_nes_e-pepet.mp3,generated
KVK,nes,e-taling,id-MY,nehs,anestesia,KVK/KVK_nes_e-taling.mp3,already-present
KVK,net,e-pepet,hi,नत,bayonet,KVK/KVK_net_e-pepet.mp3,generated
KVK,net,e-taling,id-MY,neht,bayonet,KVK/KVK_net_e-taling.mp3,already-present
KVK,nih,standard,id-MY,nih,benih,KVK/KVK_nih.mp3,already-present
KVK,nik,standard,id-MY,nik,arsenik,KVK/KVK_nik.mp3,already-present
KVK,nil,standard,id-MY,nil,tonil,KVK/KVK_nil.mp3,already-present
KVK,nim,standard,id-MY,nim,akronim,KVK/KVK_nim.mp3,already-present
KVK,nin,standard,id-MY,nin,amirulmukminin,KVK/KVK_nin.mp3,already-present
KVK,nir,standard,id-MY,nir,banir,KVK/KVK_nir.mp3,already-present
KVK,nis,standard,id-MY,nis,amerikanisme,KVK/KVK_nis.mp3,already-present
KVK,nit,standard,id-MY,nit,aragonit,KVK/KVK_nit.mp3,already-present
KVK,noh,standard,id-MY,noh,senonoh,KVK/KVK_noh.mp3,already-present
KVK,nok,standard,id-MY,nok,anok,KVK/KVK_nok.mp3,already-present
KVK,nol,standard,id-MY,nol,fenol,KVK/KVK_nol.mp3,already-present
KVK,nom,standard,id-MY,nom,anom,KVK/KVK_nom.mp3,already-present
KVK,non,standard,id-MY,non,konon,KVK/KVK_non.mp3,already-present
KVK,nop,standard,id-MY,nop,sinopsis,KVK/KVK_nop.mp3,already-present
KVK,nor,standard,id-MY,nor,anorkisme,KVK/KVK_nor.mp3,already-present
KVK,nos,standard,id-MY,nos,anosmia,KVK/KVK_nos.mp3,already-present
KVK,not,standard,id-MY,not,cenonot,KVK/KVK_not.mp3,already-present
KVK,nuh,standard,id-MY,nuh,bunuh,KVK/KVK_nuh.mp3,already-present
KVK,nuk,standard,id-MY,nuk,banuk,KVK/KVK_nuk.mp3,already-present
KVK,nul,standard,id-MY,nul,ainulbanat,KVK/KVK_nul.mp3,already-present
KVK,num,standard,id-MY,num,anum,KVK/KVK_num.mp3,already-present
KVK,nun,standard,id-MY,nun,pergunungan,KVK/KVK_nun.mp3,already-present
KVK,nur,standard,id-MY,nur,berdanur,KVK/KVK_nur.mp3,already-present
KVK,nus,standard,id-MY,nus,bonus,KVK/KVK_nus.mp3,already-present
KVK,nut,standard,id-MY,nut,anut,KVK/KVK_nut.mp3,already-present
KVK,pah,standard,id-MY,pah,capah,KVK/KVK_pah.mp3,already-present
KVK,pak,standard,id-MY,pak,bapak,KVK/KVK_pak.mp3,already-present
KVK,pal,standard,id-MY,pal,capal,KVK/KVK_pal.mp3,already-present
KVK,pam,standard,id-MY,pam,apam,KVK/KVK_pam.mp3,already-present
KVK,pan,standard,id-MY,pan,anggapan,KVK/KVK_pan.mp3,already-present
KVK,pap,standard,id-MY,pap,depap,KVK/KVK_pap.mp3,already-present
KVK,par,standard,id-MY,par,antiaparteid,KVK/KVK_par.mp3,already-present
KVK,pas,standard,id-MY,pas,apas,KVK/KVK_pas.mp3,already-present
KVK,pat,standard,id-MY,pat,cepat,KVK/KVK_pat.mp3,already-present
KVK,peh,e-pepet,hi,पह,tepeh,KVK/KVK_peh_e-pepet.mp3,generated
KVK,peh,e-taling,id-MY,pehh,tepeh,KVK/KVK_peh_e-taling.mp3,already-present
KVK,pek,e-pepet,hi,पक,apek,KVK/KVK_pek_e-pepet.mp3,generated
KVK,pek,e-taling,id-MY,pehk,apek,KVK/KVK_pek_e-taling.mp3,already-present
KVK,pel,e-pepet,hi,पल,apel,KVK/KVK_pel_e-pepet.mp3,generated
KVK,pel,e-taling,id-MY,pehl,apel,KVK/KVK_pel_e-taling.mp3,already-present
KVK,pem,e-pepet,hi,पम,pembelajaran,KVK/KVK_pem_e-pepet.mp3,generated
KVK,pem,e-taling,id-MY,pehm,pembelajaran,KVK/KVK_pem_e-taling.mp3,already-present
KVK,pen,e-pepet,hi,पन,pengabadian,KVK/KVK_pen_e-pepet.mp3,generated
KVK,pen,e-taling,id-MY,pehn,pengabadian,KVK/KVK_pen_e-taling.mp3,already-present
KVK,pep,e-pepet,hi,पप,pepsin,KVK/KVK_pep_e-pepet.mp3,generated
KVK,pep,e-taling,id-MY,pehp,pepsin,KVK/KVK_pep_e-taling.mp3,already-present
KVK,per,e-pepet,hi,पर,diperbadan,KVK/KVK_per_e-pepet.mp3,generated
KVK,per,e-taling,id-MY,pehr,diperbadan,KVK/KVK_per_e-taling.mp3,already-present
KVK,pes,e-pepet,hi,पस,gerepes,KVK/KVK_pes_e-pepet.mp3,generated
KVK,pes,e-taling,id-MY,pehs,gerepes,KVK/KVK_pes_e-taling.mp3,already-present
KVK,pet,e-pepet,hi,पत,bapet,KVK/KVK_pet_e-pepet.mp3,generated
KVK,pet,e-taling,id-MY,peht,bapet,KVK/KVK_pet_e-taling.mp3,already-present
KVK,pih,standard,id-MY,pih,lepih,KVK/KVK_pih.mp3,already-present
KVK,pik,standard,id-MY,pik,apik,KVK/KVK_pik.mp3,already-present
KVK,pil,standard,id-MY,pil,capil,KVK/KVK_pil.mp3,already-present
KVK,pim,standard,id-MY,pim,pimpan,KVK/KVK_pim.mp3,already-present
KVK,pin,standard,id-MY,pin,apinya,KVK/KVK_pin.mp3,already-present
KVK,pir,standard,id-MY,pir,kelepir,KVK/KVK_pir.mp3,already-present
KVK,pis,standard,id-MY,pis,aerotropisme,KVK/KVK_pis.mp3,already-present
KVK,pit,standard,id-MY,pit,apit,KVK/KVK_pit.mp3,already-present
KVK,poh,standard,id-MY,poh,gopoh,KVK/KVK_poh.mp3,already-present
KVK,pok,standard,id-MY,pok,episodepok,KVK/KVK_pok.mp3,already-present
KVK,pol,standard,id-MY,pol,ropol,KVK/KVK_pol.mp3,already-present
KVK,pom,standard,id-MY,pom,kepompong,KVK/KVK_pom.mp3,already-present
KVK,pon,standard,id-MY,pon,kupon,KVK/KVK_pon.mp3,already-present
KVK,pop,standard,id-MY,pop,apopleksi,KVK/KVK_pop.mp3,already-present
KVK,por,standard,id-MY,por,lapor,KVK/KVK_por.mp3,already-present
KVK,pos,standard,id-MY,pos,adipos,KVK/KVK_pos.mp3,already-present
KVK,pot,standard,id-MY,pot,depot,KVK/KVK_pot.mp3,already-present
KVK,puh,standard,id-MY,puh,gepuh,KVK/KVK_puh.mp3,already-present
KVK,puk,standard,id-MY,puk,capuk,KVK/KVK_puk.mp3,already-present
KVK,pul,standard,id-MY,pul,kepul,KVK/KVK_pul.mp3,already-present
KVK,pum,standard,id-MY,pum,apum,KVK/KVK_pum.mp3,already-present
KVK,pun,standard,id-MY,pun,adapun,KVK/KVK_pun.mp3,already-present
KVK,pur,standard,id-MY,pur,dapur,KVK/KVK_pur.mp3,already-present
KVK,pus,standard,id-MY,pus,apus,KVK/KVK_pus.mp3,already-present
KVK,put,standard,id-MY,put,hiput,KVK/KVK_put.mp3,already-present
KVK,qah,standard,id-MY,qah,musabaqah,KVK/KVK_qah.mp3,already-present
KVK,qal,standard,id-MY,qal,intiqal,KVK/KVK_qal.mp3,already-present
KVK,rah,standard,id-MY,rah,amarah,KVK/KVK_rah.mp3,already-present
KVK,rak,standard,id-MY,rak,anderak,KVK/KVK_rak.mp3,already-present
KVK,ral,standard,id-MY,ral,admiral,KVK/KVK_ral.mp3,already-present
KVK,ram,standard,id-MY,ram,acaram,KVK/KVK_ram.mp3,already-present
KVK,ran,standard,id-MY,ran,acaranya,KVK/KVK_ran.mp3,already-present
KVK,rap,standard,id-MY,rap,barap,KVK/KVK_rap.mp3,already-present
KVK,rar,standard,id-MY,rar,hierarki,KVK/KVK_rar.mp3,already-present
KVK,ras,standard,id-MY,ras,aras,KVK/KVK_ras.mp3,already-present
KVK,rat,standard,id-MY,rat,adiratna,KVK/KVK_rat.mp3,already-present
KVK,reh,e-pepet,hi,रह,bareh,KVK/KVK_reh_e-pepet.mp3,generated
KVK,reh,e-taling,id-MY,rehh,bareh,KVK/KVK_reh_e-taling.mp3,already-present
KVK,rek,e-pepet,hi,रक,anoreksia,KVK/KVK_rek_e-pepet.mp3,generated
KVK,rek,e-taling,id-MY,rehk,anoreksia,KVK/KVK_rek_e-taling.mp3,already-present
KVK,rel,e-pepet,hi,रल,monorel,KVK/KVK_rel_e-pepet.mp3,generated
KVK,rel,e-taling,id-MY,rehl,monorel,KVK/KVK_rel_e-taling.mp3,already-present
KVK,rem,e-pepet,hi,रम,alarem,KVK/KVK_rem_e-pepet.mp3,generated
KVK,rem,e-taling,id-MY,rehm,alarem,KVK/KVK_rem_e-taling.mp3,already-present
KVK,ren,e-pepet,hi,रन,aren,KVK/KVK_ren_e-pepet.mp3,generated
KVK,ren,e-taling,id-MY,rehn,aren,KVK/KVK_ren_e-taling.mp3,already-present
KVK,rep,e-pepet,hi,रप,replika,KVK/KVK_rep_e-pepet.mp3,generated
KVK,rep,e-taling,id-MY,rehp,replika,KVK/KVK_rep_e-taling.mp3,already-present
KVK,res,e-pepet,hi,रस,alferes,KVK/KVK_res_e-pepet.mp3,generated
KVK,res,e-taling,id-MY,rehs,alferes,KVK/KVK_res_e-taling.mp3,already-present
KVK,ret,e-pepet,hi,रत,baret,KVK/KVK_ret_e-pepet.mp3,generated
KVK,ret,e-taling,id-MY,reht,baret,KVK/KVK_ret_e-taling.mp3,already-present
KVK,rih,standard,id-MY,rih,birih,KVK/KVK_rih.mp3,already-present
KVK,rik,standard,id-MY,rik,amfoterik,KVK/KVK_rik.mp3,already-present
KVK,ril,standard,id-MY,ril,karil,KVK/KVK_ril.mp3,already-present
KVK,rim,standard,id-MY,rim,jirim,KVK/KVK_rim.mp3,already-present
KVK,rin,standard,id-MY,rin,aspirin,KVK/KVK_rin.mp3,already-present
KVK,rip,standard,id-MY,rip,arip,KVK/KVK_rip.mp3,already-present
KVK,rir,standard,id-MY,rir,takarir,KVK/KVK_rir.mp3,already-present
KVK,ris,standard,id-MY,ris,aforisme,KVK/KVK_ris.mp3,already-present
KVK,rit,standard,id-MY,rit,algoritma,KVK/KVK_rit.mp3,already-present
KVK,roh,standard,id-MY,roh,boroh,KVK/KVK_roh.mp3,already-present
KVK,rok,standard,id-MY,rok,berok,KVK/KVK_rok.mp3,already-present
KVK,rol,standard,id-MY,rol,amberol,KVK/KVK_rol.mp3,already-present
KVK,rom,standard,id-MY,rom,arombai,KVK/KVK_rom.mp3,already-present
KVK,ron,standard,id-MY,ron,baron,KVK/KVK_ron.mp3,already-present
KVK,rop,standard,id-MY,rop,kloroplas,KVK/KVK_rop.mp3,already-present
KVK,ros,standard,id-MY,ros,boros,KVK/KVK_ros.mp3,already-present
KVK,rot,standard,id-MY,rot,aerotropisme,KVK/KVK_rot.mp3,already-present
KVK,ruh,standard,id-MY,ruh,aruh,KVK/KVK_ruh.mp3,already-present
KVK,ruk,standard,id-MY,ruk,amberuk,KVK/KVK_ruk.mp3,already-present
KVK,rul,standard,id-MY,rul,amirulbahar,KVK/KVK_rul.mp3,already-present
KVK,rum,standard,id-MY,rum,aurum,KVK/KVK_rum.mp3,already-present
KVK,run,standard,id-MY,run,arun,KVK/KVK_run.mp3,already-present
KVK,rup,standard,id-MY,rup,bairup,KVK/KVK_rup.mp3,already-present
KVK,rur,standard,id-MY,rur,gurur,KVK/KVK_rur.mp3,already-present
KVK,rus,standard,id-MY,rus,arus,KVK/KVK_rus.mp3,already-present
KVK,rut,standard,id-MY,rut,ararut,KVK/KVK_rut.mp3,already-present
KVK,sah,standard,id-MY,sah,alkisah,KVK/KVK_sah.mp3,already-present
KVK,sak,standard,id-MY,sak,asak,KVK/KVK_sak.mp3,already-present
KVK,sal,standard,id-MY,sal,asal,KVK/KVK_sal.mp3,already-present
KVK,sam,standard,id-MY,sam,asam,KVK/KVK_sam.mp3,already-present
KVK,san,standard,id-MY,san,alasan,KVK/KVK_san.mp3,already-present
KVK,sap,standard,id-MY,sap,asap,KVK/KVK_sap.mp3,already-present
KVK,sar,standard,id-MY,sar,asar,KVK/KVK_sar.mp3,already-present
KVK,sas,standard,id-MY,sas,asas,KVK/KVK_sas.mp3,already-present
KVK,sat,standard,id-MY,sat,busat,KVK/KVK_sat.mp3,already-present
KVK,seh,e-pepet,hi,सह,seh,KVK/KVK_seh_e-pepet.mp3,generated
KVK,seh,e-taling,id-MY,sehh,seh,KVK/KVK_seh_e-taling.mp3,already-present
KVK,sek,e-pepet,hi,सक,besek,KVK/KVK_sek_e-pepet.mp3,generated
KVK,sek,e-taling,id-MY,sehk,besek,KVK/KVK_sek_e-taling.mp3,already-present
KVK,sel,e-pepet,hi,सल,besel,KVK/KVK_sel_e-pepet.mp3,generated
KVK,sel,e-taling,id-MY,sehl,besel,KVK/KVK_sel_e-taling.mp3,already-present
KVK,sem,e-pepet,hi,सम,sembarang,KVK/KVK_sem_e-pepet.mp3,generated
